STATION,NAME,DATE,AWND,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WESD,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/28/2016,8.05,0.01,,0,0,80,90,70,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/29/2016,9.17,0.79,,0,0,76,85,66,,,1,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/30/2016,6.26,0,,0,0,73,83,63,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/31/2016,8.28,0,,0,0,71,81,60,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/1/2016,5.59,0,,0,0,73,85,61,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/2/2016,5.82,0.01,,0,0,76,84,68,,,1,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/3/2016,5.82,0,,0,0,72,81,63,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/4/2016,6.04,0.01,,0,0,72,81,62,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/5/2016,10.51,0.45,,0,0,73,83,63,,,1,,1,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/6/2016,10.96,0.02,,0,0,73,84,61,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/7/2016,10.51,0,,0,0,63,69,56,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/8/2016,14.32,0.02,,0,0,60,68,52,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/9/2016,6.49,0,,0,0,62,73,50,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/10/2016,6.26,0,,0,0,74,86,62,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/11/2016,14.99,0,,0,0,84,94,74,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/12/2016,13.42,0,,0,0,71,82,60,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/13/2016,7.38,0,,0,0,62,70,53,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/14/2016,8.72,0,,0,0,70,78,62,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/15/2016,7.61,0,,0,0,79,89,69,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/16/2016,8.5,1.26,,0,0,75,82,68,,,1,,1,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/17/2016,10.74,0,,0,0,73,83,62,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/18/2016,5.14,0,,0,0,71,85,56,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/19/2016,8.72,0,,0,0,77,88,66,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/20/2016,13.87,0,,0,0,83,93,73,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/21/2016,10.07,0.01,,0,0,76,83,68,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/22/2016,7.38,0.02,,0,0,73,85,61,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/23/2016,5.82,0.32,,0,0,70,74,65,,,1,,1,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/24/2016,7.61,0,,0,0,68,78,58,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/25/2016,4.92,0,,0,0,70,85,54,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/26/2016,10.29,0,,0,0,78,91,65,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/27/2016,8.5,0,,0,0,82,92,71,,,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/28/2016,10.29,0,,0,0,70,76,64,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/29/2016,6.49,0,,0,0,65,76,54,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/30/2016,5.82,0,,0,0,69,83,54,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/1/2016,11.41,0.09,,0,0,71,78,64,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/2/2016,4.03,0,,0,0,66,76,56,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/3/2016,3.8,0,,0,0,67,78,56,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/4/2016,4.92,0.03,,0,0,69,80,58,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/5/2016,5.14,0.01,,0,0,79,87,70,,,1,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/6/2016,8.28,0.29,,0,0,79,90,67,,,1,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/7/2016,7.61,0,,0,0,81,91,70,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/8/2016,8.28,0.51,,0,0,80,89,70,,,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/9/2016,11.18,0,,0,0,74,79,68,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/10/2016,7.38,0,,0,0,74,82,65,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/11/2016,6.04,0,,0,0,76,88,63,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/12/2016,9.62,0,,0,0,81,93,69,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/13/2016,10.96,0.16,,0,0,84,95,73,,,,,1,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/14/2016,11.63,0,,0,0,80,88,71,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/15/2016,9.62,0,,0,0,79,87,71,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/16/2016,7.16,0.12,,0,0,70,76,64,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/17/2016,8.72,0,,0,0,75,89,61,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/18/2016,9.4,0.37,,0,0,79,86,71,,,1,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/19/2016,8.28,0,,0,0,76,85,67,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/20/2016,4.92,0,,0,0,72,84,60,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/21/2016,9.62,0,,0,0,79,94,63,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/22/2016,8.5,0,,0,0,86,95,76,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/23/2016,6.49,0,,0,0,85,94,75,,,1,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/24/2016,7.38,0.02,,0,0,80,90,70,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/25/2016,9.62,0,,0,0,84,92,76,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/26/2016,6.71,0,,0,0,77,86,67,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/27/2016,5.59,0,,0,0,77,90,64,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/28/2016,4.47,0,,0,0,77,86,68,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/29/2016,4.92,0,,0,0,77,87,67,,,1,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/30/2016,5.14,0.13,,0,0,76,83,69,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/31/2016,6.26,0.09,,0,0,77,85,68,,,1,1,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/1/2016,5.82,0,,0,0,77,85,68,,,1,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/2/2016,7.61,0,,0,0,78,89,66,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/3/2016,7.38,0,,0,0,81,92,69,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/4/2016,8.5,0,,0,0,81,91,70,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/5/2016,10.07,0,,0,0,85,94,75,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/6/2016,9.17,0,,0,0,75,83,66,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/7/2016,7.61,0,,0,0,73,83,62,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/8/2016,8.95,0,,0,0,74,86,62,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/9/2016,6.71,0.54,,0,0,80,91,69,,,1,,1,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/10/2016,5.82,1.04,,0,0,84,92,76,,,1,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/11/2016,6.93,0.2,,0,0,85,94,76,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/12/2016,10.07,0.09,,0,0,85,92,78,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/13/2016,12.08,0.25,,0,0,83,92,74,,,1,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/14/2016,8.05,0.06,,0,0,77,81,73,,,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/15/2016,5.82,0.01,,0,0,77,81,73,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/16/2016,12.08,0.16,,0,0,79,85,72,,,1,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/17/2016,4.92,0.18,,0,0,78,85,71,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/18/2016,6.26,0,,0,0,76,84,68,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/19/2016,6.49,0,,0,0,79,89,68,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/20/2016,11.86,0.02,,0,0,80,89,70,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/21/2016,12.08,0.4,,0,0,72,79,65,,,1,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/22/2016,6.26,0,,0,0,69,77,61,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/23/2016,5.37,0,,0,0,71,83,58,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/24/2016,11.41,0.39,,0,0,75,87,63,,,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/25/2016,9.4,0.11,,0,0,83,92,74,,,1,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/26/2016,4.47,0,,0,0,76,84,68,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/27/2016,7.16,0.05,,0,0,80,93,67,,,1,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/28/2016,3.8,0,,0,0,80,90,70,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/29/2016,8.05,0,,0,0,75,84,65,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/30/2016,3.8,0,,0,0,74,88,60,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",8/31/2016,8.5,0,,0,0,77,84,70,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/1/2016,12.3,0.11,,0,0,72,77,67,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/2/2016,12.08,0,,0,0,70,76,63,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/3/2016,7.61,0,,0,0,68,78,58,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/4/2016,4.92,0,,0,0,68,83,52,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/5/2016,4.47,0,,0,0,75,89,60,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/6/2016,7.16,0,,0,0,81,94,67,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/7/2016,7.16,0.59,,0,0,85,94,75,,,,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/8/2016,9.84,0.25,,0,0,81,87,75,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/9/2016,6.49,0,,0,0,78,85,71,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/10/2016,14.99,1.25,,0,0,78,90,66,,,1,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/11/2016,7.61,0,,0,0,65,73,56,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/12/2016,4.92,0,,0,0,68,80,55,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/13/2016,5.82,0,,0,0,70,83,56,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/14/2016,7.61,0.11,,0,0,66,73,58,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/15/2016,8.95,0,,0,0,67,76,57,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/16/2016,5.59,0,,0,0,69,83,54,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/17/2016,10.51,1.09,,0,0,76,82,70,,,1,,1,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/18/2016,5.37,0,,0,0,75,83,67,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/19/2016,3.8,0,,0,0,72,82,62,,,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/20/2016,4.25,0,,0,0,72,85,59,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/21/2016,3.36,0,,0,0,71,83,59,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/22/2016,3.8,0,,0,0,75,88,61,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/23/2016,7.38,0,,0,0,77,88,66,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/24/2016,10.96,0,,0,0,66,73,58,,,,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/25/2016,6.93,0,,0,0,65,76,53,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/26/2016,10.29,0.27,,0,0,63,70,56,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/27/2016,12.75,0,,0,0,64,75,52,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/28/2016,6.49,0.26,,0,0,61,66,56,,,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/29/2016,8.28,0.93,,0,0,63,68,58,,,1,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",9/30/2016,10.07,0.52,,0,0,63,64,61,,,,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/1/2016,6.26,0,,0,0,66,71,60,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/2/2016,6.04,0.34,,0,0,62,69,55,,,1,,1,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/3/2016,5.82,0,,0,0,62,71,52,,,1,1,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/4/2016,7.83,0,,0,0,65,77,52,,,1,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/5/2016,12.53,0,,0,0,69,78,60,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/6/2016,6.71,0,,0,0,71,81,60,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/7/2016,8.95,0,,0,0,69,81,56,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/8/2016,11.86,0,,0,0,61,68,54,,,,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/9/2016,10.51,0,,0,0,56,61,50,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/10/2016,4.92,0,,0,0,53,65,41,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/11/2016,5.14,0,,0,0,56,68,44,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/12/2016,11.63,0,,0,0,64,78,50,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/13/2016,9.4,0.16,,0,0,53,64,41,,,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/14/2016,4.92,0,,0,0,50,63,37,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/15/2016,10.51,0,,0,0,61,77,44,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/16/2016,9.62,0.1,,0,0,73,80,66,,,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/17/2016,11.63,0,,0,0,74,82,66,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/18/2016,13.65,0.09,,0,0,75,82,68,,,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/19/2016,6.71,0,,0,0,66,72,59,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/20/2016,11.41,1.02,,0,0,60,64,56,,,1,,1,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/21/2016,19.46,0.76,,0,0,52,57,46,,,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/22/2016,12.75,0.07,,0,0,47,51,43,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/23/2016,10.74,0,,0,0,56,68,44,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/24/2016,12.08,0,,0,0,52,59,45,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/25/2016,9.17,0,,0,0,49,55,43,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/26/2016,8.95,0.03,,0,0,45,48,42,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/27/2016,11.63,0.24,,0,0,52,57,46,,,1,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/28/2016,7.61,0,,0,0,51,57,45,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/29/2016,11.41,0,,0,0,65,75,55,,,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",10/30/2016,8.5,0.15,,0,0,58,66,50,,,1,,,,,,,1,,,,,,,,,,,,,
